,run_name,split,acc_mean,acc_std
101,drawn-sea-587,test,84.05111111111113,9.46731114133858
102,driven-firefly-565,train,91.84666666666666,7.6297788910246895
103,driven-firefly-565,val,80.67333333333333,11.854673714990597
104,driven-firefly-565,test,79.18,11.47803893432052
105,dry-microwave-606,train,93.01111111111112,7.317145432745658
106,dry-microwave-606,val,82.81555555555555,10.784834116182791
107,dry-microwave-606,test,81.03333333333333,10.0500414592843
108,dulcet-energy-559,train,98.61555555555556,2.6264288292397584
109,dulcet-energy-559,val,86.09555555555555,9.653695256157896
110,dulcet-energy-559,test,83.43111111111112,9.564250307819076
111,earthy-dream-538,train,87.82666666666667,10.6716460599867
112,earthy-dream-538,val,74.8,13.130456537717524
113,earthy-dream-538,test,73.66444444444444,12.9216440111395
114,easy-sea-546,train,88.47111111111111,10.43485517240828
115,easy-sea-546,val,76.08222222222221,13.296696145849982
116,easy-sea-546,test,74.07777777777778,12.685361447815684
117,effortless-galaxy-572,train,95.58222222222224,5.403728022690436
118,effortless-galaxy-572,val,83.88888888888889,10.875433863915273
119,effortless-galaxy-572,test,83.46,9.61612611613853
120,elated-yogurt-483,train,95.10444444444444,7.082229892266532
121,elated-yogurt-483,val,77.94666666666667,12.501974955093209
122,elated-yogurt-483,test,74.16,13.572451401166887
123,electric-thunder-569,train,91.9177777777778,7.524521558966924
124,electric-thunder-569,val,80.92666666666666,11.593508400697225
125,electric-thunder-569,test,79.89333333333333,11.39046514837284
126,eternal-spaceship-553,train,91.88,7.803729402829945
127,eternal-spaceship-553,val,80.69777777777779,11.969550668670756
128,eternal-spaceship-553,test,79.50222222222223,11.66347554240995
129,ethereal-dew-550,train,90.70222222222222,8.229589492184683
130,ethereal-dew-550,val,83.36666666666666,10.828443340812438
131,ethereal-dew-550,test,82.58,9.750132382766989
132,ethereal-music-492,train,91.89555555555556,8.914959268859961
133,ethereal-music-492,val,75.45555555555555,13.248055995289308
134,ethereal-music-492,test,71.00444444444445,13.384954885390933
135,exalted-grass-561,train,91.0911111111111,8.233301544398072
136,exalted-grass-561,val,82.87333333333333,10.736243221840612
137,exalted-grass-561,test,80.65555555555557,11.781713178994758
138,exalted-jazz-563,train,98.52888888888889,2.851169134249802
139,exalted-jazz-563,val,87.11555555555555,8.81849795446138
140,exalted-jazz-563,test,84.69555555555556,9.6455275889469
141,exalted-plant-488,train,90.7,9.230966403402231
142,exalted-plant-488,val,75.01777777777778,13.336265603493116
143,exalted-plant-488,test,68.53555555555555,13.601764409874493
144,faithful-serenity-598,train,90.66,8.245310227077011
145,faithful-serenity-598,val,83.37111111111112,10.850569991286289
146,faithful-serenity-598,test,82.51777777777778,9.855176242230886
147,fast-hill-514,train,87.98444444444443,10.549483867779658
148,fast-hill-514,val,75.00888888888889,13.02652261188782
149,fast-hill-514,test,73.43555555555555,12.794498045914642
0,fast-oath-477,train,86.78222222222223,10.952218558722462
1,fast-oath-477,val,76.08,13.193246308174048
2,fast-oath-477,test,76.55555555555554,12.366961162511254
3,fearless-snowball-591,train,98.27555555555556,3.2570713194903966
4,fearless-snowball-591,val,86.97333333333333,8.964169003645901
5,fearless-snowball-591,test,84.21111111111112,9.34728454659757
6,feasible-yogurt-541,train,87.48444444444443,10.567356210706189
7,feasible-yogurt-541,val,77.0,13.649637086479355
8,feasible-yogurt-541,test,74.25333333333333,12.67722834528583
9,fine-dew-518,train,88.4,10.476357863020626
10,fine-dew-518,val,76.31333333333333,13.159293575546046
11,fine-dew-518,test,74.64,12.355446842047709
12,fine-frog-534,train,88.36,10.358358228270792
13,fine-frog-534,val,74.99111111111112,13.05787383672405
14,fine-frog-534,test,73.89777777777779,12.761803347934729
15,fine-leaf-586,train,92.8977777777778,7.453952137566744
16,fine-leaf-586,val,82.78888888888889,10.691908790307131
17,fine-leaf-586,test,80.96,10.071883857771816
18,firm-frog-520,train,90.91333333333333,9.312749524372688
19,firm-frog-520,val,74.30666666666667,13.3965457128708
20,firm-frog-520,test,69.84,13.456251197725772
21,floral-terrain-557,train,91.09777777777778,8.110947943564298
22,floral-terrain-557,val,82.37333333333333,11.023068067903312
23,floral-terrain-557,test,79.96888888888888,12.63430642201748
24,flowing-dew-618,train,91.75333333333332,7.62305761538029
25,flowing-dew-618,val,82.83111111111111,10.999376862260185
26,flowing-dew-618,test,81.20666666666666,11.029063960819697
27,flowing-snowflake-487,train,95.51555555555557,6.468795373193292
28,flowing-snowflake-487,val,78.10222222222221,12.542369477047208
29,flowing-snowflake-487,test,75.9688888888889,12.57648285442533
30,fluent-eon-491,train,95.2577777777778,6.94018322595856
31,fluent-eon-491,val,78.25777777777778,13.166688982634629
32,fluent-eon-491,test,77.78222222222225,12.16406283654265
33,fragrant-vortex-599,train,97.3222222222222,4.322879127458608
34,fragrant-vortex-599,val,85.48666666666666,9.89770867610464
35,fragrant-vortex-599,test,83.91555555555554,9.85127829018231
36,fresh-planet-617,train,91.63333333333334,7.680976982611484
37,fresh-planet-617,val,80.36888888888888,11.866426131561369
38,fresh-planet-617,test,79.58444444444444,11.475283368835026
39,fresh-serenity-560,train,96.93777777777775,4.566932136106521
40,fresh-serenity-560,val,84.87555555555555,9.986846658121848
41,fresh-serenity-560,test,79.52222222222221,11.300863072033016
42,gallant-fire-540,train,91.29555555555557,9.332939409676428
43,gallant-fire-540,val,74.82,13.139374245204966
44,gallant-fire-540,test,71.18,13.116013960888507
45,gallant-forest-615,train,98.14222222222224,3.535711289258168
46,gallant-forest-615,val,85.48222222222222,10.023013272550749
47,gallant-forest-615,test,82.46222222222221,10.356017157093971
48,gallant-snowball-575,train,97.65333333333334,3.949098349975317
49,gallant-snowball-575,val,86.03555555555555,9.752123921877446
50,gallant-snowball-575,test,84.26888888888888,9.98081097177584
51,generous-firebrand-556,train,96.81555555555556,4.4203295782381335
52,generous-firebrand-556,val,84.68444444444445,10.036952958510769
53,generous-firebrand-556,test,80.84888888888888,10.685094267537972
54,generous-salad-567,train,98.35555555555555,3.3736817269952613
55,generous-salad-567,val,86.32444444444444,9.33023334761718
56,generous-salad-567,test,84.17111111111112,10.129402502701154
57,gentle-wildflower-524,train,91.71555555555555,9.22551908941366
58,gentle-wildflower-524,val,77.06222222222222,13.325908302955016
59,gentle-wildflower-524,test,73.13555555555556,12.594860601858478
60,giddy-shadow-476,train,90.65333333333334,9.899635608707282
61,giddy-shadow-476,val,75.36888888888889,13.33061898297059
62,giddy-shadow-476,test,71.34,12.328345537974824
63,glorious-butterfly-605,train,90.89333333333332,8.359454173214546
64,glorious-butterfly-605,val,82.3711111111111,10.808435434567292
65,glorious-butterfly-605,test,79.96,12.52641180037574
66,glorious-waterfall-579,train,97.23333333333332,3.9152597946061336
67,glorious-waterfall-579,val,87.91333333333333,8.808155311982187
68,glorious-waterfall-579,test,83.44,10.458547452434052
69,glowing-firefly-609,train,91.01111111111112,8.233078418605862
70,glowing-firefly-609,val,81.98888888888888,10.998714851975286
71,glowing-firefly-609,test,78.21111111111111,13.23664479511703
72,good-valley-494,train,88.74444444444444,10.34629414182372
73,good-valley-494,val,76.45777777777778,13.281150478203738
74,good-valley-494,test,74.91555555555554,12.31044041494359
75,good-waterfall-595,train,97.40888888888888,4.324631719137809
76,good-waterfall-595,val,85.60666666666667,9.720811580201408
77,good-waterfall-595,test,85.3,9.184628866067882
78,graceful-universe-503,train,95.16,6.932021243368959
79,graceful-universe-503,val,78.69777777777777,12.722645116697713
80,graceful-universe-503,test,77.31333333333333,11.939212083935235
81,hearty-sun-482,train,89.05555555555554,10.880762273587315
82,hearty-sun-482,val,76.11555555555555,13.16667998124034
83,hearty-sun-482,test,74.0,12.525529485370624
84,hopeful-planet-589,train,91.42,7.89401367188149
85,hopeful-planet-589,val,80.06,11.56774378590295
86,hopeful-planet-589,test,75.55777777777777,11.612891729495615
87,iconic-leaf-508,train,90.9177777777778,9.275650055420227
88,iconic-leaf-508,val,75.3488888888889,13.262916089980989
89,iconic-leaf-508,test,69.17777777777779,13.64522256196036
90,iconic-spaceship-499,train,94.43555555555557,7.24634739833
91,iconic-spaceship-499,val,77.53555555555556,13.074283305428915
92,iconic-spaceship-499,test,77.84444444444445,12.383720895186412
93,iconic-spaceship-525,train,86.31333333333333,11.252899544035223
94,iconic-spaceship-525,val,75.63333333333334,13.46904544446952
95,iconic-spaceship-525,test,76.25777777777778,12.360219743142329
96,legendary-plant-590,train,92.96666666666668,7.15368332994865
97,legendary-plant-590,val,83.32,10.75352689775502
98,legendary-plant-590,test,80.98666666666666,11.158579492762344
99,lemon-forest-531,train,94.84444444444443,7.199862824482008
100,lemon-forest-531,val,78.43111111111111,12.919267647324668
101,lemon-forest-531,test,73.0311111111111,12.712102525439446
102,light-elevator-602,train,90.62888888888888,8.282872704980658
103,light-elevator-602,val,83.24,10.862788674082626
104,light-elevator-602,test,82.23111111111112,10.02367173553326
105,lilac-durian-555,train,98.66222222222224,2.6465873670366573
106,lilac-durian-555,val,87.01777777777778,8.96022376263803
107,lilac-durian-555,test,85.49333333333334,9.315754874882062
108,lively-jazz-490,train,87.82666666666667,10.496681662598233
109,lively-jazz-490,val,74.89777777777778,12.997774548355444
110,lively-jazz-490,test,73.65777777777778,12.641902497861311
111,lucky-star-610,train,92.86222222222224,7.457353980807251
112,lucky-star-610,val,82.66888888888889,10.819597902206535
113,lucky-star-610,test,80.80444444444444,10.262278042290802
114,mild-cosmos-582,train,93.04888888888888,7.318508921871052
115,mild-cosmos-582,val,82.91111111111113,10.686624846848696
116,mild-cosmos-582,test,81.28666666666666,9.90297598367952
117,mild-totem-554,train,90.66666666666669,8.28742912376821
118,mild-totem-554,val,83.27777777777777,10.826162869139546
119,mild-totem-554,test,82.42444444444445,9.83797605402179
120,mild-yogurt-578,train,90.58444444444444,8.320384309737646
121,mild-yogurt-578,val,83.22222222222223,10.856891763549644
122,mild-yogurt-578,test,82.12,10.071027752915787
123,morning-bush-613,train,91.82666666666668,7.73675403272994
124,morning-bush-613,val,79.08444444444444,12.044988917582751
125,morning-bush-613,test,76.43111111111111,12.039844139920593
126,pious-armadillo-502,train,89.1,10.770140478467583
127,pious-armadillo-502,val,76.14666666666666,13.295138626998634
128,pious-armadillo-502,test,74.70888888888888,12.383070681627109
129,pious-eon-481,train,86.35333333333334,11.175616976919656
130,pious-eon-481,val,75.70444444444445,13.431143282555778
131,pious-eon-481,test,76.60666666666667,12.207682462740877
132,playful-deluge-517,train,88.05555555555554,10.3020973532841
133,playful-deluge-517,val,77.55333333333333,13.216674653213223
134,playful-deluge-517,test,74.50666666666666,12.60045384250254
135,pleasant-lake-603,train,98.11555555555556,3.3587887293479866
136,pleasant-lake-603,val,86.43777777777777,9.643315602139609
137,pleasant-lake-603,test,84.78222222222222,9.376328482005585
138,polar-brook-537,train,87.84444444444445,10.622942792853914
139,polar-brook-537,val,77.03777777777779,12.70094990128934
140,polar-brook-537,test,75.3911111111111,12.428268057681256
141,proud-silence-513,train,87.88222222222221,10.423380887975
142,proud-silence-513,val,76.60888888888888,12.558470458097736
143,proud-silence-513,test,75.13333333333334,12.4838859097401
144,restful-wind-507,train,95.34,6.868065661154234
145,restful-wind-507,val,78.31333333333333,12.524212402234973
146,restful-wind-507,test,77.93333333333334,12.373987051696618
147,revived-puddle-566,train,92.91111111111113,7.250406544582753
148,revived-puddle-566,val,83.26,10.731771452957734
149,revived-puddle-566,test,81.17555555555555,10.965075647282024
0,royal-breeze-522,train,88.40888888888888,10.470922465759672
1,royal-breeze-522,val,76.16444444444446,13.319868015510412
2,royal-breeze-522,test,74.18222222222221,12.39292430540533
3,royal-cosmos-528,train,91.24,9.572036433355311
4,royal-cosmos-528,val,76.42888888888889,13.337212583826236
5,royal-cosmos-528,test,73.46,12.779797135119743
6,royal-morning-562,train,92.8977777777778,7.393685661043552
7,royal-morning-562,val,83.00444444444445,10.70236987716526
8,royal-morning-562,test,81.00444444444445,10.197093752028287
9,sandy-dew-570,train,92.88,7.1377224295626345
10,sandy-dew-570,val,83.06444444444445,10.909132882448247
11,sandy-dew-570,test,80.93111111111112,11.068326292334367
12,scarlet-valley-510,train,88.47777777777777,10.342570542766378
13,scarlet-valley-510,val,75.20222222222222,13.016707023221928
14,scarlet-valley-510,test,74.42888888888889,12.34178909334831
15,serene-waterfall-496,train,91.17555555555556,9.194458610260993
16,serene-waterfall-496,val,74.62444444444444,13.439620622217571
17,serene-waterfall-496,test,69.43777777777778,13.59033625434532
18,silvery-elevator-495,train,95.12222222222222,7.172572932298131
19,silvery-elevator-495,val,77.49777777777777,12.967751835006752
20,silvery-elevator-495,test,77.73333333333333,12.098852103494044
21,skilled-night-506,train,85.91555555555556,11.609395088504296
22,skilled-night-506,val,75.55555555555554,12.952944276576613
23,skilled-night-506,test,72.95333333333333,12.406959217996851
24,smart-firefly-558,train,92.98888888888888,7.361352197309916
25,smart-firefly-558,val,83.05111111111113,10.744592897974773
26,smart-firefly-558,test,81.58444444444444,9.959282784430158
27,smart-forest-530,train,85.94222222222223,11.588611693712684
28,smart-forest-530,val,75.63777777777779,12.92768700727337
29,smart-forest-530,test,73.09777777777778,12.355628297147982
30,solar-bird-498,train,88.58222222222223,10.419581755071423
31,solar-bird-498,val,76.16666666666667,13.388068209057288
32,solar-bird-498,test,74.37333333333333,12.48631369258476
33,solar-waterfall-539,train,95.03333333333332,6.92940593894359
34,solar-waterfall-539,val,77.89555555555556,13.050366060804103
35,solar-waterfall-539,test,77.62222222222222,11.756017634270712
36,sparkling-jazz-523,train,95.12,7.00616448142211
37,sparkling-jazz-523,val,78.19555555555554,12.688296541924078
38,sparkling-jazz-523,test,77.71333333333334,12.50638533206434
39,splendid-sky-548,train,95.75555555555556,5.148990072376535
40,splendid-sky-548,val,83.81333333333333,10.725150780257556
41,splendid-sky-548,test,84.23111111111112,9.50165261778896
42,spring-capybara-564,train,97.18888888888888,4.444874979146985
43,spring-capybara-564,val,85.32222222222222,9.912350445682634
44,spring-capybara-564,test,83.34,10.00503354798455
45,spring-wood-511,train,94.48222222222222,7.63336115149387
46,spring-wood-511,val,77.72,12.75588927167021
47,spring-wood-511,test,74.84222222222223,12.954918795100737
48,stilted-glitter-512,train,90.78888888888888,9.29547214880104
49,stilted-glitter-512,val,74.97777777777779,13.484623158560831
50,stilted-glitter-512,test,68.69111111111111,13.787143590862527
51,stilted-leaf-576,train,94.26666666666668,6.399537020290928
52,stilted-leaf-576,val,82.4511111111111,11.348397613542703
53,stilted-leaf-576,test,80.91111111111113,10.60116462272069
54,stoic-planet-484,train,91.3022222222222,9.111925166885074
55,stoic-planet-484,val,75.53777777777779,13.194375157712818
56,stoic-planet-484,test,70.92,13.43829133759475
57,summer-bird-549,train,92.2,7.645962381593358
58,summer-bird-549,val,81.25555555555556,11.693487688495152
59,summer-bird-549,test,80.89111111111112,11.3290185686314
60,summer-pond-500,train,90.34222222222222,10.222484054617723
61,summer-pond-500,val,74.98,13.407335195221943
62,summer-pond-500,test,71.8888888888889,12.79673955388155
63,sunny-glade-600,train,94.14222222222224,6.566621169235129
64,sunny-glade-600,val,82.13777777777777,11.467389296782011
65,sunny-glade-600,test,80.18666666666667,10.89807866178798
66,sunny-mountain-545,train,87.16222222222223,10.71822516171796
67,sunny-mountain-545,val,76.94222222222221,13.256263183123927
68,sunny-mountain-545,test,73.59777777777778,13.007052028385823
69,sunny-oath-475,train,95.33555555555554,6.740040297348122
70,sunny-oath-475,val,77.95777777777779,12.693235099215276
71,sunny-oath-475,test,76.34444444444445,12.377633152955203
72,super-jazz-521,train,87.73777777777778,10.58227635433446
73,super-jazz-521,val,77.22,13.190643709898373
74,super-jazz-521,test,74.6288888888889,12.56951259650032
75,super-resonance-588,train,97.19555555555554,4.386373962991514
76,super-resonance-588,val,84.90444444444444,10.12995825860046
77,super-resonance-588,test,82.19111111111111,10.333071442320469
78,sweet-durian-611,train,98.38444444444444,3.0229337397736207
79,sweet-durian-611,val,85.98888888888888,9.710774212310218
80,sweet-durian-611,test,84.42444444444445,9.718740709971346
81,swept-deluge-585,train,91.35777777777778,8.567950328958858
82,swept-deluge-585,val,81.01333333333334,11.418949812255716
83,swept-deluge-585,test,75.08888888888887,11.598446043211302
84,tough-meadow-515,train,91.52888888888889,9.15853673147236
85,tough-meadow-515,val,77.34444444444445,13.414746814560662
86,tough-meadow-515,test,76.39555555555556,12.195590378959029
87,tough-plant-577,train,91.76888888888888,7.822469693055094
88,tough-plant-577,val,80.77555555555554,12.065745616577146
89,tough-plant-577,test,78.43777777777777,12.138377258477997
90,tough-tree-509,train,88.02222222222223,10.43126828457074
91,tough-tree-509,val,76.76,12.474455083474774
92,tough-tree-509,test,75.20888888888888,12.27279717983166
93,tough-water-580,train,97.30888888888887,3.9111609845305
94,tough-water-580,val,85.13333333333334,9.806196076026705
95,tough-water-580,test,81.67555555555556,10.559247073794236
96,treasured-glade-604,train,97.28444444444445,4.00266331087776
97,treasured-glade-604,val,85.38,9.859196120787342
98,treasured-glade-604,test,80.91777777777777,10.809970477683787
99,treasured-grass-612,train,97.06888888888888,4.499678452160722
100,treasured-grass-612,val,85.07333333333334,10.142420632979896
101,treasured-grass-612,test,82.24666666666667,10.482502528464243
102,usual-shadow-596,train,95.49555555555554,5.483204884232318
103,usual-shadow-596,val,83.34888888888888,10.797519376753073
104,usual-shadow-596,test,83.2088888888889,9.973115466029933
105,visionary-brook-616,train,96.66,5.076594075500563
106,visionary-brook-616,val,83.91777777777779,10.54355598645477
107,visionary-brook-616,test,80.82444444444445,10.880849413102696
108,visionary-moon-532,train,91.04666666666668,9.08694871984194
109,visionary-moon-532,val,74.84666666666666,13.261815416757548
110,visionary-moon-532,test,69.56666666666666,13.723904530255066
111,volcanic-wildflower-574,train,90.61333333333332,8.308325142088908
112,volcanic-wildflower-574,val,83.24222222222221,10.88106725883808
113,volcanic-wildflower-574,test,82.38444444444444,9.88858201771051
114,wandering-lake-535,train,95.64,6.694223048436781
115,wandering-lake-535,val,78.51777777777778,12.401853903627217
116,wandering-lake-535,test,76.50222222222222,12.35989612006369
117,wild-flower-480,train,89.97333333333333,10.249012237862331
118,wild-flower-480,val,73.96888888888888,13.703059764650384
119,wild-flower-480,test,68.69333333333333,13.18447571957262
120,wild-valley-608,train,96.87777777777778,4.479073427108793
121,wild-valley-608,val,83.70666666666666,10.582299687056056
122,wild-valley-608,test,78.61777777777779,11.583026321537568
123,wobbly-tree-505,train,86.20444444444443,11.371425309970908
124,wobbly-tree-505,val,75.63333333333334,13.32439978496704
125,wobbly-tree-505,test,76.12222222222222,12.161135221538457
126,worthy-firebrand-581,train,91.00888888888888,8.186795752390434
127,worthy-firebrand-581,val,82.56222222222223,10.728890499861796
128,worthy-firebrand-581,test,79.47777777777777,12.690148799096484
129,woven-feather-536,train,90.64888888888888,9.409198546313636
130,woven-feather-536,val,74.85111111111111,13.394251761368142
131,woven-feather-536,test,67.7688888888889,13.764148097121964
