"run_name","split","acc_mean","acc_std"
"blooming-plant-70","train","98.52666666666667","2.8681572352167035"
"olive-lake-69","train","93.6088888888889","8.208103192863218"
"blooming-plant-70","test","89.50666666666666","7.837584661956345"
"blooming-plant-70","val","89.05111111111111","8.191435153655508"
"olive-lake-69","test","81.38","11.533688498063853"
"olive-lake-69","val","80.56888888888889","11.55146594299177"
