"run_name","split","acc_mean","acc_std"
"clear-donkey-64","train","97.33333333333333","4.226897995772629"
"clear-donkey-64","test","86.87333333333333","8.382448152958482"
"clear-donkey-64","val","86.44","8.927470713104208"
"dutiful-sound-63","train","75.96222222222221","13.049026452499232"
"dutiful-sound-63","val","67.90888888888888","14.091573350984369"
"dutiful-sound-63","test","58.457777777777785","14.034167125753498"
