"split","acc_mean","acc_std","run_name"
"train","87.3111111111111","8.499905591342083","amber-forest-811"
"val","68.12444444444444","9.630318379927292","amber-forest-811"
"test","62.46444444444444","7.835947239217634","amber-forest-811"
"train","88.62666666666667","8.787442218344356","amber-leaf-783"
"val","67.55333333333333","9.160570093855755","amber-leaf-783"
"test","62.07333333333333","8.135552520561514","amber-leaf-783"
"train","65.28","14.460883636747637","ancient-sun-713"
"val","52.193333333333335","12.741810441743878","ancient-sun-713"
"test","55.295555555555545","12.352539799821445","ancient-sun-713"
"train","72.11111111111111","13.96204732236998","astral-pyramid-705"
"val","50.99111111111111","12.416294351862748","astral-pyramid-705"
"test","47.68888888888889","11.291075903638607","astral-pyramid-705"
"train","80.52222222222221","11.886495086109226","astral-wind-744"
"val","54.602222222222224","11.744640805674774","astral-wind-744"
"test","57.48","11.023576081727272","astral-wind-744"
"train","90.2","8.191142460903414","atomic-plasma-824"
"val","70.22666666666667","9.00545678196569","atomic-plasma-824"
"test","63.00888888888889","7.684225946382741","atomic-plasma-824"
"train","82.92666666666666","11.631398756686018","autumn-smoke-751"
"val","55.60444444444444","12.224225290406638","autumn-smoke-751"
"test","54.49777777777778","11.368360686192094","autumn-smoke-751"
"train","70.83777777777777","13.320785021170746","autumn-violet-683"
"val","52.30222222222222","12.198260147139178","autumn-violet-683"
"test","51.36666666666667","12.67317084471204","autumn-violet-683"
"train","77.02222222222221","11.111999964447289","avid-pyramid-761"
"val","59.54444444444444","10.991304082414368","avid-pyramid-761"
"test","50.531111111111116","8.031935947312354","avid-pyramid-761"
"train","63.76444444444445","14.1036662775725","balmy-gorge-707"
"val","53.906666666666666","12.376687763695099","balmy-gorge-707"
"test","54.26444444444444","11.60541359415329","balmy-gorge-707"
"train","63.28888888888889","13.275132232956066","balmy-monkey-722"
"val","53.00222222222222","12.12087251881167","balmy-monkey-722"
"test","51.413333333333334","11.976005640910124","balmy-monkey-722"
"train","91.51555555555555","7.9615359272559765","bright-sunset-823"
"val","68.39333333333333","9.21396444212483","bright-sunset-823"
"test","61.32666666666667","7.405900550436994","bright-sunset-823"
"train","57.406666666666666","13.200357458684103","bumbling-butterfly-685"
"val","54.088888888888896","12.251117358968115","bumbling-butterfly-685"
"test","50.49333333333333","11.837649916919977","bumbling-butterfly-685"
"train","65.4511111111111","14.506633816683939","bumbling-flower-741"
"val","53.22444444444444","13.16167256435739","bumbling-flower-741"
"test","53.91777777777778","12.495891868139982","bumbling-flower-741"
"train","72.96222222222222","10.375543656736236","celestial-darkness-778"
"val","67.54444444444445","10.130256599189979","celestial-darkness-778"
